Date,Campaign,Platform,Region,Impressions,Clicks,Cost,Conversions,Revenue,CTR,CPC,CPA,ROAS,Month,Quarter
2025-09-28,Summer Sale 2024,Instagram Ads,North America,35006,697,1564.27,29,1270.12,1.99,2.24,53.94,0.81,September 2025,Q3 2025
2025-09-28,Summer Sale 2024,Instagram Ads,Europe,14922,468,896.3,30,1354.84,3.14,1.92,29.88,1.51,September 2025,Q3 2025
2025-09-28,Holiday Special,Google Ads,North America,41422,1035,1940.28,23,1313.36,2.5,1.87,84.36,0.68,September 2025,Q3 2025
2025-09-28,Holiday Special,Google Ads,Europe,75552,1425,1843.79,50,2115.49,1.89,1.29,36.88,1.15,September 2025,Q3 2025
2025-09-28,Holiday Special,Facebook Ads,North America,35095,1657,1223.53,77,4113.33,4.72,0.74,15.89,3.36,September 2025,Q3 2025
2025-09-28,Holiday Special,Facebook Ads,Europe,32927,766,1652.25,55,2271.94,2.33,2.16,30.04,1.38,September 2025,Q3 2025
2025-09-28,Holiday Special,Instagram Ads,North America,98860,2310,3433.66,119,5655.08,2.34,1.49,28.85,1.65,September 2025,Q3 2025
2025-09-28,Holiday Special,Instagram Ads,Europe,63311,1383,3840.6,73,2419.17,2.18,2.78,52.61,0.63,September 2025,Q3 2025
2025-09-28,Back to School,Google Ads,North America,90152,1868,2620.22,83,3411.36,2.07,1.4,31.57,1.3,September 2025,Q3 2025
2025-09-28,Back to School,Google Ads,Europe,30323,1012,1359.96,68,3167.48,3.34,1.34,20.0,2.33,September 2025,Q3 2025
2025-09-28,Back to School,Facebook Ads,North America,93829,1913,5194.21,141,4931.87,2.04,2.72,36.84,0.95,September 2025,Q3 2025
2025-09-28,Back to School,Facebook Ads,Europe,89762,3224,8665.45,217,8132.22,3.59,2.69,39.93,0.94,September 2025,Q3 2025
2025-09-28,Back to School,Instagram Ads,North America,93231,4006,5978.88,117,4352.17,4.3,1.49,51.1,0.73,September 2025,Q3 2025
2025-09-28,Back to School,Instagram Ads,Europe,36553,416,1237.35,9,524.75,1.14,2.97,137.48,0.42,September 2025,Q3 2025
2025-09-29,Summer Sale 2024,Google Ads,North America,49560,805,2391.7,63,3216.29,1.62,2.97,37.96,1.34,September 2025,Q3 2025
2025-09-29,Summer Sale 2024,Google Ads,Europe,86216,2610,5467.31,206,11567.79,3.03,2.09,26.54,2.12,September 2025,Q3 2025
2025-09-29,Summer Sale 2024,Facebook Ads,North America,10287,357,545.49,16,834.03,3.47,1.53,34.09,1.53,September 2025,Q3 2025
2025-09-29,Summer Sale 2024,Facebook Ads,Europe,92063,3295,1841.35,150,3925.27,3.58,0.56,12.28,2.13,September 2025,Q3 2025
2025-09-29,Summer Sale 2024,Instagram Ads,North America,41831,1795,3393.41,119,6144.5,4.29,1.89,28.52,1.81,September 2025,Q3 2025
2025-09-29,Summer Sale 2024,Instagram Ads,Europe,31889,1087,1933.88,25,943.94,3.41,1.78,77.36,0.49,September 2025,Q3 2025
2025-09-29,Holiday Special,Google Ads,North America,95962,4718,10306.93,334,18982.87,4.92,2.18,30.86,1.84,September 2025,Q3 2025
2025-09-29,Holiday Special,Google Ads,Europe,25216,1204,2907.15,24,797.27,4.77,2.41,121.13,0.27,September 2025,Q3 2025
2025-09-29,Holiday Special,Facebook Ads,North America,25029,679,807.88,44,2300.72,2.71,1.19,18.36,2.85,September 2025,Q3 2025
2025-09-29,Holiday Special,Facebook Ads,Europe,43783,1746,1827.69,41,1419.72,3.99,1.05,44.58,0.78,September 2025,Q3 2025
2025-09-29,Holiday Special,Instagram Ads,North America,50469,750,1690.09,20,581.13,1.49,2.25,84.5,0.34,September 2025,Q3 2025
2025-09-29,Holiday Special,Instagram Ads,Europe,66392,1899,1014.46,47,2910.98,2.86,0.53,21.58,2.87,September 2025,Q3 2025
2025-09-29,Back to School,Google Ads,North America,79345,3465,5914.01,230,13097.5,4.37,1.71,25.71,2.21,September 2025,Q3 2025
2025-09-29,Back to School,Google Ads,Europe,73477,1604,3463.94,124,6721.7,2.18,2.16,27.93,1.94,September 2025,Q3 2025
2025-09-29,Back to School,Facebook Ads,North America,17452,737,1459.29,22,977.44,4.22,1.98,66.33,0.67,September 2025,Q3 2025
2025-09-29,Back to School,Facebook Ads,Europe,29053,394,788.9,15,645.34,1.36,2.0,52.59,0.82,September 2025,Q3 2025
2025-09-29,Back to School,Instagram Ads,North America,15247,678,594.42,48,1395.77,4.45,0.88,12.38,2.35,September 2025,Q3 2025
2025-09-29,Back to School,Instagram Ads,Europe,37564,1396,3999.28,52,2794.57,3.72,2.86,76.91,0.7,September 2025,Q3 2025
2025-09-30,Summer Sale 2024,Google Ads,North America,67823,2730,1922.38,205,7580.49,4.03,0.7,9.38,3.94,September 2025,Q3 2025
2025-09-30,Summer Sale 2024,Google Ads,Europe,71158,757,1757.71,29,1196.14,1.06,2.32,60.61,0.68,September 2025,Q3 2025
2025-09-30,Summer Sale 2024,Facebook Ads,North America,82684,3595,2942.23,99,4372.44,4.35,0.82,29.72,1.49,September 2025,Q3 2025
2025-09-30,Summer Sale 2024,Facebook Ads,Europe,53116,2431,5134.9,90,1180.97,4.58,2.11,57.05,0.23,September 2025,Q3 2025
2025-09-30,Summer Sale 2024,Instagram Ads,North America,77789,1145,572.59,71,2273.77,1.47,0.5,8.06,3.97,September 2025,Q3 2025
2025-09-30,Summer Sale 2024,Instagram Ads,Europe,91845,1256,3187.97,92,3442.77,1.37,2.54,34.65,1.08,September 2025,Q3 2025
2025-09-30,Holiday Special,Google Ads,North America,53298,2449,4610.93,168,10178.65,4.59,1.88,27.45,2.21,September 2025,Q3 2025
2025-09-30,Holiday Special,Google Ads,Europe,31316,800,880.6,20,682.59,2.55,1.1,44.03,0.78,September 2025,Q3 2025
2025-09-30,Holiday Special,Facebook Ads,North America,42467,659,463.01,45,1995.52,1.55,0.7,10.29,4.31,September 2025,Q3 2025
2025-09-30,Holiday Special,Facebook Ads,Europe,24389,1096,3275.86,60,2896.72,4.49,2.99,54.6,0.88,September 2025,Q3 2025
2025-09-30,Holiday Special,Instagram Ads,North America,28624,652,1102.63,25,1411.78,2.28,1.69,44.11,1.28,September 2025,Q3 2025
2025-09-30,Holiday Special,Instagram Ads,Europe,79639,1800,1499.44,104,4643.62,2.26,0.83,14.42,3.1,September 2025,Q3 2025
2025-09-30,Back to School,Google Ads,North America,15594,230,444.27,8,334.09,1.47,1.93,55.53,0.75,September 2025,Q3 2025
2025-09-30,Back to School,Google Ads,Europe,17130,595,575.13,12,699.6,3.47,0.97,47.93,1.22,September 2025,Q3 2025
2025-09-30,Back to School,Facebook Ads,North America,27883,772,1577.01,54,2270.14,2.77,2.04,29.2,1.44,September 2025,Q3 2025
2025-09-30,Back to School,Facebook Ads,Europe,50745,1570,1892.88,59,2513.31,3.09,1.21,32.08,1.33,September 2025,Q3 2025
2025-09-30,Back to School,Instagram Ads,North America,66396,2101,1502.38,49,2301.1,3.16,0.72,30.66,1.53,September 2025,Q3 2025
2025-09-30,Back to School,Instagram Ads,Europe,22254,281,174.28,10,359.59,1.26,0.62,17.43,2.06,September 2025,Q3 2025
2025-10-01,Summer Sale 2024,Google Ads,North America,91418,1066,1860.52,65,2380.49,1.17,1.75,28.62,1.28,October 2025,Q4 2025
2025-10-01,Summer Sale 2024,Google Ads,Europe,93163,4277,10798.62,235,8038.43,4.59,2.52,45.95,0.74,October 2025,Q4 2025
2025-10-01,Summer Sale 2024,Facebook Ads,North America,93886,2308,4852.37,110,5608.61,2.46,2.1,44.11,1.16,October 2025,Q4 2025
2025-10-01,Summer Sale 2024,Facebook Ads,Europe,40573,953,2719.81,49,1754.08,2.35,2.85,55.51,0.64,October 2025,Q4 2025
2025-10-01,Summer Sale 2024,Instagram Ads,North America,43367,2036,5981.67,142,7280.1,4.69,2.94,42.12,1.22,October 2025,Q4 2025
2025-10-01,Summer Sale 2024,Instagram Ads,Europe,89878,2531,3874.2,192,8998.06,2.82,1.53,20.18,2.32,October 2025,Q4 2025
2025-10-01,Holiday Special,Google Ads,North America,37052,549,1076.79,42,1640.6,1.48,1.96,25.64,1.52,October 2025,Q4 2025
2025-10-01,Holiday Special,Google Ads,Europe,56546,738,675.37,17,736.84,1.31,0.92,39.73,1.09,October 2025,Q4 2025
2025-10-01,Holiday Special,Facebook Ads,North America,30827,1538,2505.94,63,2250.5,4.99,1.63,39.78,0.9,October 2025,Q4 2025
2025-10-01,Holiday Special,Facebook Ads,Europe,24327,1202,601.56,68,2897.22,4.94,0.5,8.85,4.82,October 2025,Q4 2025
2025-10-01,Holiday Special,Instagram Ads,North America,25540,706,1497.13,16,784.08,2.76,2.12,93.57,0.52,October 2025,Q4 2025
2025-10-01,Holiday Special,Instagram Ads,Europe,27576,474,548.03,24,1111.46,1.72,1.16,22.83,2.03,October 2025,Q4 2025
2025-10-01,Back to School,Google Ads,North America,21569,562,756.01,15,507.34,2.61,1.35,50.4,0.67,October 2025,Q4 2025
2025-10-01,Back to School,Google Ads,Europe,27027,496,320.62,26,1076.74,1.84,0.65,12.33,3.36,October 2025,Q4 2025
2025-10-01,Back to School,Facebook Ads,North America,73965,1815,1354.87,48,1749.33,2.45,0.75,28.23,1.29,October 2025,Q4 2025
2025-10-01,Back to School,Facebook Ads,Europe,18947,249,476.74,18,624.97,1.31,1.91,26.49,1.31,October 2025,Q4 2025
2025-10-01,Back to School,Instagram Ads,North America,58785,992,2675.35,53,2213.12,1.69,2.7,50.48,0.83,October 2025,Q4 2025
2025-10-01,Back to School,Instagram Ads,Europe,96436,1275,3632.37,83,4510.17,1.32,2.85,43.76,1.24,October 2025,Q4 2025
2025-10-02,Summer Sale 2024,Google Ads,North America,74550,2243,2247.32,87,2704.01,3.01,1.0,25.83,1.2,October 2025,Q4 2025
2025-10-02,Summer Sale 2024,Google Ads,Europe,38926,1854,1503.34,134,4675.2,4.76,0.81,11.22,3.11,October 2025,Q4 2025
2025-10-02,Summer Sale 2024,Facebook Ads,North America,15209,259,597.04,5,246.8,1.7,2.31,119.41,0.41,October 2025,Q4 2025
2025-10-02,Summer Sale 2024,Facebook Ads,Europe,86382,4304,2264.91,317,6237.78,4.98,0.53,7.14,2.75,October 2025,Q4 2025
2025-10-02,Summer Sale 2024,Instagram Ads,North America,16089,681,1958.78,14,547.41,4.23,2.88,139.91,0.28,October 2025,Q4 2025
2025-10-02,Summer Sale 2024,Instagram Ads,Europe,44493,1070,2167.76,22,1175.74,2.4,2.03,98.53,0.54,October 2025,Q4 2025
2025-10-02,Holiday Special,Google Ads,North America,26555,323,645.56,23,737.7,1.22,2.0,28.07,1.14,October 2025,Q4 2025
2025-10-02,Holiday Special,Google Ads,Europe,59056,2563,2543.06,119,4721.72,4.34,0.99,21.37,1.86,October 2025,Q4 2025
2025-10-02,Holiday Special,Facebook Ads,North America,51850,1738,2403.23,118,6807.62,3.35,1.38,20.37,2.83,October 2025,Q4 2025
2025-10-02,Holiday Special,Facebook Ads,Europe,94101,2695,4348.29,56,2639.25,2.86,1.61,77.65,0.61,October 2025,Q4 2025
2025-10-02,Holiday Special,Instagram Ads,North America,97902,3098,6235.42,102,5714.99,3.16,2.01,61.13,0.92,October 2025,Q4 2025
2025-10-02,Holiday Special,Instagram Ads,Europe,82095,3529,8714.36,130,8365.92,4.3,2.47,67.03,0.96,October 2025,Q4 2025
2025-10-02,Back to School,Google Ads,North America,87242,1663,3602.57,41,1346.31,1.91,2.17,87.87,0.37,October 2025,Q4 2025
2025-10-02,Back to School,Google Ads,Europe,56418,2239,2486.19,125,5362.29,3.97,1.11,19.89,2.16,October 2025,Q4 2025
2025-10-02,Back to School,Facebook Ads,North America,15515,402,715.27,19,1061.87,2.59,1.78,37.65,1.48,October 2025,Q4 2025
2025-10-02,Back to School,Facebook Ads,Europe,18531,536,277.83,11,453.61,2.89,0.52,25.26,1.63,October 2025,Q4 2025
2025-10-02,Back to School,Instagram Ads,North America,39831,1312,2512.54,95,4794.61,3.29,1.92,26.45,1.91,October 2025,Q4 2025
2025-10-02,Back to School,Instagram Ads,Europe,92936,4340,10609.25,300,13706.54,4.67,2.44,35.36,1.29,October 2025,Q4 2025
2025-10-03,Summer Sale 2024,Google Ads,North America,54439,1687,2746.41,67,2240.27,3.1,1.63,40.99,0.82,October 2025,Q4 2025
2025-10-03,Summer Sale 2024,Google Ads,Europe,46824,2223,6580.26,150,10134.41,4.75,2.96,43.87,1.54,October 2025,Q4 2025
2025-10-03,Summer Sale 2024,Facebook Ads,North America,68861,2116,2358.53,87,4765.7,3.07,1.11,27.11,2.02,October 2025,Q4 2025
2025-10-03,Summer Sale 2024,Facebook Ads,Europe,37281,1375,1271.44,32,766.19,3.69,0.92,39.73,0.6,October 2025,Q4 2025
2025-10-03,Summer Sale 2024,Instagram Ads,North America,11079,292,503.44,13,599.35,2.64,1.72,38.73,1.19,October 2025,Q4 2025
2025-10-03,Summer Sale 2024,Instagram Ads,Europe,89823,4358,3429.24,215,10765.95,4.85,0.79,15.95,3.14,October 2025,Q4 2025
2025-10-03,Holiday Special,Google Ads,North America,50644,702,665.2,47,2355.4,1.39,0.95,14.15,3.54,October 2025,Q4 2025
2025-10-03,Holiday Special,Google Ads,Europe,79806,3742,2551.44,137,8816.16,4.69,0.68,18.62,3.46,October 2025,Q4 2025
2025-10-03,Holiday Special,Facebook Ads,North America,79322,3470,4553.71,212,14430.88,4.37,1.31,21.48,3.17,October 2025,Q4 2025
2025-10-03,Holiday Special,Facebook Ads,Europe,53894,1858,1006.46,58,2506.31,3.45,0.54,17.35,2.49,October 2025,Q4 2025
2025-10-03,Holiday Special,Instagram Ads,North America,65371,2564,3974.27,140,6908.68,3.92,1.55,28.39,1.74,October 2025,Q4 2025
2025-10-03,Holiday Special,Instagram Ads,Europe,62349,772,1721.66,21,1044.84,1.24,2.23,81.98,0.61,October 2025,Q4 2025
2025-10-03,Back to School,Google Ads,North America,81138,2303,5042.2,131,5020.83,2.84,2.19,38.49,1.0,October 2025,Q4 2025
2025-10-03,Back to School,Google Ads,Europe,98603,3650,5438.51,102,4695.85,3.7,1.49,53.32,0.86,October 2025,Q4 2025
2025-10-03,Back to School,Facebook Ads,North America,73723,2890,5576.18,133,5659.89,3.92,1.93,41.93,1.02,October 2025,Q4 2025
2025-10-03,Back to School,Facebook Ads,Europe,40341,976,2120.89,47,1644.36,2.42,2.17,45.13,0.78,October 2025,Q4 2025
2025-10-03,Back to School,Instagram Ads,North America,11375,276,547.71,15,659.49,2.43,1.98,36.51,1.2,October 2025,Q4 2025
2025-10-03,Back to School,Instagram Ads,Europe,31398,709,752.61,17,554.36,2.26,1.06,44.27,0.74,October 2025,Q4 2025
2025-10-04,Summer Sale 2024,Google Ads,North America,72766,801,1111.05,53,1525.66,1.1,1.39,20.96,1.37,October 2025,Q4 2025
2025-10-04,Summer Sale 2024,Google Ads,Europe,39320,1564,2394.5,49,2417.54,3.98,1.53,48.87,1.01,October 2025,Q4 2025
2025-10-04,Summer Sale 2024,Facebook Ads,North America,12159,185,296.25,7,250.01,1.52,1.6,42.32,0.84,October 2025,Q4 2025
2025-10-04,Summer Sale 2024,Facebook Ads,Europe,71497,733,1275.86,27,1368.29,1.03,1.74,47.25,1.07,October 2025,Q4 2025
2025-10-04,Summer Sale 2024,Instagram Ads,North America,94517,1290,1672.77,33,1552.86,1.36,1.3,50.69,0.93,October 2025,Q4 2025
2025-10-04,Summer Sale 2024,Instagram Ads,Europe,93168,1272,2625.67,67,2322.13,1.37,2.06,39.19,0.88,October 2025,Q4 2025
2025-10-04,Holiday Special,Google Ads,North America,82572,1239,1405.07,72,3208.56,1.5,1.13,19.51,2.28,October 2025,Q4 2025
2025-10-04,Holiday Special,Google Ads,Europe,95473,4356,8678.73,298,8078.81,4.56,1.99,29.12,0.93,October 2025,Q4 2025
2025-10-04,Holiday Special,Facebook Ads,North America,80354,2769,3431.81,97,3449.13,3.45,1.24,35.38,1.01,October 2025,Q4 2025
2025-10-04,Holiday Special,Facebook Ads,Europe,93791,1683,1880.15,64,2569.05,1.79,1.12,29.38,1.37,October 2025,Q4 2025
2025-10-04,Holiday Special,Instagram Ads,North America,91788,3098,6115.87,74,3042.35,3.38,1.97,82.65,0.5,October 2025,Q4 2025
2025-10-04,Holiday Special,Instagram Ads,Europe,90158,1521,2730.49,49,2400.71,1.69,1.8,55.72,0.88,October 2025,Q4 2025
2025-10-04,Back to School,Google Ads,North America,96971,1026,1437.36,57,3134.1,1.06,1.4,25.22,2.18,October 2025,Q4 2025
2025-10-04,Back to School,Google Ads,Europe,56216,1222,1423.62,48,2011.61,2.17,1.16,29.66,1.41,October 2025,Q4 2025
2025-10-04,Back to School,Facebook Ads,North America,16008,727,1196.86,39,2246.1,4.54,1.65,30.69,1.88,October 2025,Q4 2025
2025-10-04,Back to School,Facebook Ads,Europe,45340,487,1139.48,15,846.97,1.07,2.34,75.97,0.74,October 2025,Q4 2025
2025-10-04,Back to School,Instagram Ads,North America,10066,120,129.32,8,294.09,1.19,1.08,16.17,2.27,October 2025,Q4 2025
2025-10-04,Back to School,Instagram Ads,Europe,21772,239,244.65,10,378.09,1.1,1.02,24.46,1.55,October 2025,Q4 2025
2025-10-05,Summer Sale 2024,Google Ads,North America,26932,526,1259.82,34,1255.71,1.95,2.4,37.05,1.0,October 2025,Q4 2025
2025-10-05,Summer Sale 2024,Google Ads,Europe,27174,946,2373.88,23,645.68,3.48,2.51,103.21,0.27,October 2025,Q4 2025
2025-10-05,Summer Sale 2024,Facebook Ads,North America,71084,1573,3861.29,103,3619.62,2.21,2.45,37.49,0.94,October 2025,Q4 2025
2025-10-05,Summer Sale 2024,Facebook Ads,Europe,82833,4026,6322.67,233,9822.92,4.86,1.57,27.14,1.55,October 2025,Q4 2025
2025-10-05,Summer Sale 2024,Instagram Ads,North America,38022,1147,1468.7,52,3010.94,3.02,1.28,28.24,2.05,October 2025,Q4 2025
2025-10-05,Summer Sale 2024,Instagram Ads,Europe,80610,2090,1080.61,107,5632.59,2.59,0.52,10.1,5.21,October 2025,Q4 2025
2025-10-05,Holiday Special,Google Ads,North America,29773,1230,3410.95,51,2509.99,4.13,2.77,66.88,0.74,October 2025,Q4 2025
2025-10-05,Holiday Special,Google Ads,Europe,24605,425,1228.56,18,858.03,1.73,2.89,68.25,0.7,October 2025,Q4 2025
2025-10-05,Holiday Special,Facebook Ads,North America,41186,1709,4713.63,61,2525.71,4.15,2.76,77.27,0.54,October 2025,Q4 2025
2025-10-05,Holiday Special,Facebook Ads,Europe,38350,1804,4831.63,121,8474.59,4.7,2.68,39.93,1.75,October 2025,Q4 2025
2025-10-05,Holiday Special,Instagram Ads,North America,82227,1304,2902.45,100,3365.6,1.59,2.23,29.02,1.16,October 2025,Q4 2025
2025-10-05,Holiday Special,Instagram Ads,Europe,74173,2657,4719.96,72,4125.44,3.58,1.78,65.56,0.87,October 2025,Q4 2025
2025-10-05,Back to School,Google Ads,North America,23386,1039,876.14,80,4554.19,4.44,0.84,10.95,5.2,October 2025,Q4 2025
2025-10-05,Back to School,Google Ads,Europe,14922,633,1813.15,24,778.11,4.24,2.86,75.55,0.43,October 2025,Q4 2025
2025-10-05,Back to School,Facebook Ads,North America,80714,3400,10085.79,189,8940.53,4.21,2.97,53.36,0.89,October 2025,Q4 2025
2025-10-05,Back to School,Facebook Ads,Europe,54066,2428,2238.97,56,2152.62,4.49,0.92,39.98,0.96,October 2025,Q4 2025
2025-10-05,Back to School,Instagram Ads,North America,60906,1139,820.51,36,1814.09,1.87,0.72,22.79,2.21,October 2025,Q4 2025
2025-10-05,Back to School,Instagram Ads,Europe,84417,2200,4278.05,84,4601.83,2.61,1.94,50.93,1.08,October 2025,Q4 2025
2025-10-06,Summer Sale 2024,Google Ads,North America,21695,936,2409.18,58,3316.55,4.31,2.57,41.54,1.38,October 2025,Q4 2025
2025-10-06,Summer Sale 2024,Google Ads,Europe,39086,612,771.49,17,944.75,1.57,1.26,45.38,1.22,October 2025,Q4 2025
2025-10-06,Summer Sale 2024,Facebook Ads,North America,48737,1282,3481.85,29,1326.09,2.63,2.72,120.06,0.38,October 2025,Q4 2025
2025-10-06,Summer Sale 2024,Facebook Ads,Europe,53254,1108,1243.15,84,3937.33,2.08,1.12,14.8,3.17,October 2025,Q4 2025
2025-10-06,Summer Sale 2024,Instagram Ads,North America,97527,2508,2127.12,51,2511.27,2.57,0.85,41.71,1.18,October 2025,Q4 2025
2025-10-06,Summer Sale 2024,Instagram Ads,Europe,72699,2261,2100.45,67,3041.43,3.11,0.93,31.35,1.45,October 2025,Q4 2025
2025-10-06,Holiday Special,Google Ads,North America,44758,2022,3566.41,102,4404.92,4.52,1.76,34.96,1.24,October 2025,Q4 2025
2025-10-06,Holiday Special,Google Ads,Europe,25960,877,1348.71,39,1713.53,3.38,1.54,34.58,1.27,October 2025,Q4 2025
2025-10-06,Holiday Special,Facebook Ads,North America,24626,1127,2967.51,68,2774.32,4.58,2.63,43.64,0.93,October 2025,Q4 2025
2025-10-06,Holiday Special,Facebook Ads,Europe,61702,2473,4407.35,97,3702.7,4.01,1.78,45.44,0.84,October 2025,Q4 2025
2025-10-06,Holiday Special,Instagram Ads,North America,58517,1314,3434.97,46,1703.41,2.25,2.61,74.67,0.5,October 2025,Q4 2025
2025-10-06,Holiday Special,Instagram Ads,Europe,76985,1446,723.82,108,7720.0,1.88,0.5,6.7,10.67,October 2025,Q4 2025
2025-10-06,Back to School,Google Ads,North America,41551,883,2256.57,57,2904.02,2.13,2.56,39.59,1.29,October 2025,Q4 2025
2025-10-06,Back to School,Google Ads,Europe,36950,1742,2745.98,47,2288.04,4.71,1.58,58.43,0.83,October 2025,Q4 2025
2025-10-06,Back to School,Facebook Ads,North America,21523,423,288.7,27,951.6,1.97,0.68,10.69,3.3,October 2025,Q4 2025
2025-10-06,Back to School,Facebook Ads,Europe,95430,1090,3254.55,37,1951.87,1.14,2.99,87.96,0.6,October 2025,Q4 2025
2025-10-06,Back to School,Instagram Ads,North America,81537,1434,856.66,62,2434.16,1.76,0.6,13.82,2.84,October 2025,Q4 2025
2025-10-06,Back to School,Instagram Ads,Europe,10228,383,971.93,27,1510.17,3.74,2.54,36.0,1.55,October 2025,Q4 2025
2025-10-07,Summer Sale 2024,Google Ads,North America,98721,4407,2312.69,293,13997.66,4.46,0.52,7.89,6.05,October 2025,Q4 2025
2025-10-07,Summer Sale 2024,Google Ads,Europe,81927,1870,3564.36,68,3044.85,2.28,1.91,52.42,0.85,October 2025,Q4 2025
2025-10-07,Summer Sale 2024,Facebook Ads,North America,26576,1208,1807.9,86,4089.67,4.55,1.5,21.02,2.26,October 2025,Q4 2025
2025-10-07,Summer Sale 2024,Facebook Ads,Europe,72894,1905,2070.52,131,3646.33,2.61,1.09,15.81,1.76,October 2025,Q4 2025
2025-10-07,Summer Sale 2024,Instagram Ads,North America,95119,4391,2949.09,349,11031.33,4.62,0.67,8.45,3.74,October 2025,Q4 2025
2025-10-07,Summer Sale 2024,Instagram Ads,Europe,42574,530,561.7,22,1025.14,1.24,1.06,25.53,1.83,October 2025,Q4 2025
2025-10-07,Holiday Special,Google Ads,North America,88812,3999,11050.23,198,7479.91,4.5,2.76,55.81,0.68,October 2025,Q4 2025
2025-10-07,Holiday Special,Google Ads,Europe,23854,562,1277.0,44,1842.73,2.36,2.27,29.02,1.44,October 2025,Q4 2025
2025-10-07,Holiday Special,Facebook Ads,North America,37094,614,1509.15,16,577.41,1.66,2.46,94.32,0.38,October 2025,Q4 2025
2025-10-07,Holiday Special,Facebook Ads,Europe,50875,550,1321.22,12,578.36,1.08,2.4,110.1,0.44,October 2025,Q4 2025
2025-10-07,Holiday Special,Instagram Ads,North America,70892,1045,971.53,50,1931.57,1.47,0.93,19.43,1.99,October 2025,Q4 2025
2025-10-07,Holiday Special,Instagram Ads,Europe,42634,1882,1003.24,95,4673.68,4.41,0.53,10.56,4.66,October 2025,Q4 2025
2025-10-07,Back to School,Google Ads,North America,22352,971,1705.24,20,917.43,4.34,1.76,85.26,0.54,October 2025,Q4 2025
2025-10-07,Back to School,Google Ads,Europe,49725,2391,5705.74,111,7758.3,4.81,2.39,51.4,1.36,October 2025,Q4 2025
2025-10-07,Back to School,Facebook Ads,North America,42769,714,910.9,35,1804.24,1.67,1.28,26.03,1.98,October 2025,Q4 2025
2025-10-07,Back to School,Facebook Ads,Europe,18320,297,554.68,7,371.76,1.62,1.87,79.24,0.67,October 2025,Q4 2025
2025-10-07,Back to School,Instagram Ads,North America,67233,1265,1220.6,97,3706.07,1.88,0.96,12.58,3.04,October 2025,Q4 2025
2025-10-07,Back to School,Instagram Ads,Europe,59178,1425,866.04,43,1580.56,2.41,0.61,20.14,1.83,October 2025,Q4 2025
2025-10-08,Summer Sale 2024,Google Ads,North America,35279,516,1168.68,25,1132.99,1.46,2.26,46.75,0.97,October 2025,Q4 2025
2025-10-08,Summer Sale 2024,Google Ads,Europe,18997,479,1167.84,19,1100.54,2.52,2.44,61.47,0.94,October 2025,Q4 2025
2025-10-08,Summer Sale 2024,Facebook Ads,North America,69470,2441,5084.99,114,7025.82,3.51,2.08,44.61,1.38,October 2025,Q4 2025
2025-10-08,Summer Sale 2024,Facebook Ads,Europe,66633,2333,5880.72,56,2637.91,3.5,2.52,105.01,0.45,October 2025,Q4 2025
2025-10-08,Summer Sale 2024,Instagram Ads,North America,58128,1887,4110.86,142,8007.92,3.25,2.18,28.95,1.95,October 2025,Q4 2025
2025-10-08,Summer Sale 2024,Instagram Ads,Europe,65421,1287,2014.15,100,4918.03,1.97,1.56,20.14,2.44,October 2025,Q4 2025
2025-10-08,Holiday Special,Google Ads,North America,95998,2111,4447.85,118,4147.47,2.2,2.11,37.69,0.93,October 2025,Q4 2025
2025-10-08,Holiday Special,Google Ads,Europe,92203,1674,2799.94,113,6672.58,1.82,1.67,24.78,2.38,October 2025,Q4 2025
2025-10-08,Holiday Special,Facebook Ads,North America,67473,1695,3039.53,75,3087.89,2.51,1.79,40.53,1.02,October 2025,Q4 2025
2025-10-08,Holiday Special,Facebook Ads,Europe,58639,2204,2843.72,51,1625.18,3.76,1.29,55.76,0.57,October 2025,Q4 2025
2025-10-08,Holiday Special,Instagram Ads,North America,55156,1346,965.99,43,1320.59,2.44,0.72,22.46,1.37,October 2025,Q4 2025
2025-10-08,Holiday Special,Instagram Ads,Europe,41376,797,2089.98,34,1605.44,1.93,2.62,61.47,0.77,October 2025,Q4 2025
2025-10-08,Back to School,Google Ads,North America,36619,546,692.98,41,2116.72,1.49,1.27,16.9,3.05,October 2025,Q4 2025
2025-10-08,Back to School,Google Ads,Europe,78244,2171,2618.05,53,1957.22,2.77,1.21,49.4,0.75,October 2025,Q4 2025
2025-10-08,Back to School,Facebook Ads,North America,89401,1488,4153.34,59,3437.32,1.66,2.79,70.4,0.83,October 2025,Q4 2025
2025-10-08,Back to School,Facebook Ads,Europe,84462,857,1504.05,47,1808.18,1.01,1.76,32.0,1.2,October 2025,Q4 2025
2025-10-08,Back to School,Instagram Ads,North America,80190,3627,2263.3,128,3798.14,4.52,0.62,17.68,1.68,October 2025,Q4 2025
2025-10-08,Back to School,Instagram Ads,Europe,47394,639,1098.1,39,1678.45,1.35,1.72,28.16,1.53,October 2025,Q4 2025
2025-10-09,Summer Sale 2024,Google Ads,North America,17853,865,1394.49,42,2183.29,4.85,1.61,33.2,1.57,October 2025,Q4 2025
2025-10-09,Summer Sale 2024,Google Ads,Europe,79904,1755,2767.89,67,2845.52,2.2,1.58,41.31,1.03,October 2025,Q4 2025
2025-10-09,Summer Sale 2024,Facebook Ads,North America,67986,1859,4872.77,77,4537.96,2.73,2.62,63.28,0.93,October 2025,Q4 2025
